OTU_ID	CM08	CM07	A12	E05	CM05	CM09	CM06	CM02	T02	CM04	L04	P01	D09	CM11	CM10	S03	W08	CM03	CM12	C07	CM01	R11	F06	CM13	Z10	Taxonomy
OTU_976	2	0	0	1	0	10	0	0	2	0	0	0	0	0	0	2	11	0	0	0	0	0	0	3	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_2003	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_244	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_5961	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_3537	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_2813	0	0	0	8	28	5	0	0	0	195	0	0	0	15	0	0	42	14	10	7	99	0	0	10	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_6386	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_3151	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_3450	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	48	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_2658	0	1	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_6067	0	0	58	0	0	0	0	0	0	0	0	0	182	0	0	0	1	0	0	0	0	7	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_3122	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_4974	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	11	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_5995	0	0	0	49	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_259	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_6206	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_3047	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_4080	0	0	0	0	0	60	1	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	46	1	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_3881	0	0	0	0	0	8	0	0	0	0	0	0	14	5	0	0	0	4	0	7	0	4	0	0	45	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_3280	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_2135	0	0	0	0	0	0	0	25	0	22	2	0	16	3	0	0	15	0	0	0	7	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_7223	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	18	0	0	0	0	1	0	0	3	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_579	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_995	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_5942	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_6216	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_4152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_6218	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	64	0	0	39	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_5514	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_2877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	1	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_3265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_2869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_3271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbiliaceae_;s_Orbiliaceae_sp
OTU_5670	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_4115	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_5131	21	2	275	0	1476	1	0	0	0	7	0	0	1	0	212	5	468	1103	0	0	0	0	0	254	285	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_2369	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_7022	0	10	8	0	3	3	8	0	32	1	0	3	0	0	0	3	0	0	4	0	1	0	18	1	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_6942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_4117	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_880	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_4937	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_6896	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_6545	0	0	0	0	0	1	0	0	0	0	0	0	5	0	2	18	203	0	1	1	0	103	7	1	11	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_7298	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_6553	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_3009	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_2040	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_896	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_1122	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	3	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_2256	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_3188	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	2	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_4591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_unidentified;g_Polyporales_;s_Polyporales_sp
OTU_5810	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Russulales_;f_Russulaceae_;g_Russulaceae_;s_Russulaceae_sp
OTU_7186	330	1	13	0	11	144	0	0	7	0	0	1	0	64	101	0	72	0	11	1	0	0	0	148	14	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp
OTU_4271	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp
OTU_4045	2	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp
OTU_1232	0	0	0	0	0	47	0	0	0	0	0	1	0	3	0	0	8	0	1	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp
OTU_2678	0	0	8	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp
OTU_2237	0	3	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp
OTU_2156	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	26	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp
OTU_2299	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp
OTU_6202	0	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp
OTU_4547	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp
OTU_312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	92	9	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp
OTU_5736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp
OTU_195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp
OTU_5226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_unidentified;g_Sebacinales_;s_Sebacinales_sp_5390
OTU_288	221	4	8	3	6	130	3	2	0	1	0	0	0	0	1	0	0	0	80	0	7	0	0	0	2	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_271	100	8	56	8	49	25	0	20	0	1	0	0	0	26	9	0	0	0	164	12	0	0	13	1	51	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_5205	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_2999	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_2248	24	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	2	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_95	13	0	1	0	26	8	0	0	20	0	0	2	0	5	0	0	0	0	0	9	0	0	10	0	1	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_338	115	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_4791	2	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_6803	15	0	0	10	0	5	0	1	0	0	0	0	0	0	0	0	0	38	0	0	2	0	31	1	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_4484	14	0	0	0	6	0	0	0	6	3	0	0	0	0	0	1	1	0	0	0	1	0	38	1	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_7213	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_5213	0	23	26	358	0	30	641	0	0	554	32	27	202	4	34	6	112	1	6	444	58	1000	116	298	103	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_2557	0	0	17	0	0	0	3	3	0	43	6	38	4	0	116	0	1	0	0	108	0	1	1	124	20	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_750	0	537	0	0	1	10	0	0	15	0	0	0	11	0	58	0	14	0	0	34	0	0	0	2	76	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_3975	0	0	0	0	0	1	0	0	0	0	1	0	0	11	0	10	0	0	5	0	0	0	0	9	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_2825	0	16	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	14	0	2	0	1	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_4926	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_6405	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_5773	0	1	0	6	0	0	0	0	0	0	0	0	0	0	147	0	0	0	9	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_3933	0	0	56	0	0	4	0	0	0	0	0	0	14	61	8	0	12	0	7	1	0	183	9	14	3	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_6019	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_1630	0	0	146	0	0	0	0	0	0	0	0	22	0	0	25	0	2	0	6	0	0	0	0	477	2	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_636	0	0	25	0	0	0	0	0	0	0	0	0	47	12	32	0	33	0	0	122	0	0	0	9	23	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_5545	0	0	19	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_149	0	0	1	0	338	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	162	2	3	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_4285	0	0	0	11	0	0	0	9	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_4507	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_1782	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_4181	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_172	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_498	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	89	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_5665	0	0	0	0	0	0	0	1	0	0	0	0	0	0	42	0	0	0	0	3	0	0	0	2	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_2757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_3373	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	1	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_5603	0	0	0	0	0	0	0	0	0	0	0	0	28	4	140	0	223	0	0	229	0	1	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_1961	0	0	0	0	0	0	0	0	0	0	0	0	78	0	4	0	1	0	0	0	0	5	0	46	5	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_3538	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_1832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_2070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	6	0	0	1	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_5331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	169	12	0	42	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
OTU_6413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_unidentified;g_Sordariales_;s_Sordariales_sp
