OTU_ID	CM08	CM07	A12	E05	CM05	CM09	CM06	CM02	T02	CM04	L04	P01	D09	CM11	CM10	S03	W08	CM03	CM12	C07	CM01	R11	F06	CM13	Z10	Taxonomy
OTU_7114	0	0	0	3	0	0	0	1	6	0	32	9	0	1	0	13	0	0	0	0	1	0	0	1	0	k_Fungi;p_Basidiomycota;c_Exobasidiomycetes;o_incertae_sedis;f_incertae_sedis;g_Meira_;s_Meira_sp_ANTCW08_165
OTU_3401	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Exobasidiomycetes;o_incertae_sedis;f_incertae_sedis;g_Meira_;s_Meira_sp_ANTCW08_165
OTU_5538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	k_Fungi;p_Basidiomycota;c_Exobasidiomycetes;o_incertae_sedis;f_incertae_sedis;g_Meira_;s_Meira_sp_VegaE2_32
OTU_5216	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_incertae_sedis;g_Phoma_;s_Phoma_sp
OTU_6008	0	20	20	0	0	152	7	0	0	0	0	0	0	128	0	0	0	0	0	0	10	0	0	0	0	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_incertae_sedis;g_Phoma_;s_Phoma_sp
OTU_5821	4	7	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_incertae_sedis;g_Phoma_;s_Phoma_sp
OTU_5389	0	1	1	1	2	0	0	2	0	0	0	0	0	0	0	3	2	0	2	0	1	0	1	0	1	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_incertae_sedis;g_Phoma_;s_Phoma_sp
OTU_3113	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	20	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_incertae_sedis;g_Phoma_;s_Phoma_sp
OTU_371	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_incertae_sedis;g_Phoma_;s_Phoma_sp
OTU_2926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_incertae_sedis;g_Phoma_;s_Phoma_sp
OTU_6373	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_incertae_sedis;g_Phoma_;s_Phoma_sp_CBS_118751
OTU_3346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_incertae_sedis;g_Phoma_;s_Phoma_sp_CBS_118751
OTU_2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Tuberaceae;g_Tuber_;s_Tuber_sp
OTU_5048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	2	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Tuberaceae;g_Tuber_;s_Tuber_sp
OTU_219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	125	6	0	0	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Tuberaceae;g_Tuber_;s_Tuber_sp_8_KA_2010
OTU_6962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Tuberaceae;g_Tuber_;s_Tuber_sp_8_KA_2010
OTU_6034	0	1	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	k_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales_;f_Glomeraceae_;g_Glomus_;s_Glomus_sp
OTU_3868	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales_;f_Glomeraceae_;g_Glomus_;s_Glomus_sp
OTU_6523	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	k_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales_;f_Glomeraceae_;g_Glomus_;s_Glomus_sp
OTU_1674	0	145	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	k_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales_;f_Glomeraceae_;g_Glomus_;s_Glomus_sp_027
OTU_3747	0	37	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	15	0	0	k_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales_;f_Glomeraceae_;g_Glomus_;s_Glomus_sp_027
OTU_5782	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	k_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales_;f_Glomeraceae_;g_Glomus_;s_Glomus_sp_027
OTU_942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	k_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales_;f_Glomeraceae_;g_Glomus_;s_Glomus_sp_027
OTU_535	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	k_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales_;f_Glomeraceae_;g_Glomus_;s_Glomus_sp_18_SUN_2011
OTU_4632	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales_;f_Glomeraceae_;g_Glomus_;s_Glomus_sp_8_SUN_2011
OTU_5980	253	0	1	3	9	204	1	0	0	1	3	2	0	2	36	1	0	0	8	8	1	0	4	4	1	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Pleosporaceae;g_Edenia_;s_Edenia_sp
OTU_4176	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	21	0	0	0	0	1	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales_;f_Diatrypaceae;g_Eutypa_;s_Eutypa_sp_2_CCG_2012
OTU_2684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales_;f_Diatrypaceae;g_Eutypa_;s_Eutypa_sp_6_CCG_2012
OTU_2729	0	0	0	6	0	4	0	0	2	0	6	1	7	1	0	12	0	3	0	3	1	0	0	1	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Auriculariales;f_incertae_sedis;g_Exidia_;s_Exidia_sp
OTU_6759	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	k_Fungi;p_Ascomycota;c_incertae_sedis;o_incertae_sedis;f_incertae_sedis;g_Knufia_;s_Knufia_sp
OTU_6156	2395	9	176	0	0	61	302	666	0	1	650	1	0	0	1	666	2	7749	122	0	1505	8	6	311	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_4903	1	0	3636	1	4	0	0	0	0	3551	3	140	39	5	1069	1	1697	0	0	36	102	2	131	58	2228	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_6211	0	14	0	0	0	0	0	0	1	0	0	0	0	26	0	0	1	0	0	0	0	10	2	0	489	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_1316	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_1519	0	0	110	0	0	0	0	0	0	0	0	0	3321	166	480	0	213	0	0	2047	0	2	0	1	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_3848	0	0	2	0	0	0	0	0	0	0	0	0	17	0	2	0	0	0	0	10	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_2758	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_3888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	13	0	0	3	0	106	1	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_6494	0	0	0	0	51	0	0	2	1732	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_6621	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_6103	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	1	0	0	1413	88	0	35	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_1838	0	0	0	0	0	0	0	0	0	0	0	0	774	0	0	0	1	0	0	0	0	3	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_28	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_5594	0	0	0	0	0	0	0	0	0	0	0	0	3	0	237	0	0	0	0	0	0	6	0	0	1	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_5160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	20	3	0	1	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_3040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	1	0	0	1945	105	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_2244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	202	5	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_3690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	49	0	1	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_3302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_sp
OTU_3835	3654	181	169	32	0	259	155	1	131	0	1	0	32	213	11	0	37	14	20	1652	0	8	3771	764	540	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_speirea
OTU_3255	680	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_speirea
OTU_4114	0	0	0	0	10	0	0	0	492	173	0	0	0	0	0	197	0	6	0	0	171	0	245	40	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_speirea
OTU_1794	0	3	47	0	6	0	0	0	7	0	4	0	0	0	0	0	48	1	0	0	0	10	9263	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_speirea
OTU_6925	0	1	0	0	13	0	0	0	259	106	0	0	0	1	0	152	1	1	0	0	0	0	153	17	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_speirea
OTU_5056	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_speirea
OTU_3412	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	0	0	0	0	0	0	0	1	0	2	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Mycenaceae;g_Mycena_;s_Mycena_speirea
OTU_522	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	5	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_Fomitopsidaceae;g_Postia_;s_Postia_sp_Calen_65
OTU_7269	5	4	4	4	17	11	4	0	38	2	11	3	0	0	0	11	1	6	0	0	2	1	125	4	3	k_Fungi;p_Ascomycota;c_incertae_sedis;o_incertae_sedis;f_incertae_sedis;g_Torula_;s_Torula_sp
OTU_235	13	0	0	2	0	66	0	19	1	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	k_Fungi;p_Ascomycota;c_incertae_sedis;o_incertae_sedis;f_incertae_sedis;g_Torula_;s_Torula_sp
OTU_5299	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_incertae_sedis;o_incertae_sedis;f_incertae_sedis;g_Torula_;s_Torula_sp
OTU_315	0	0	0	44	0	5	0	0	0	42	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	k_Fungi;p_Zygomycota;c_incertae_sedis;o_Mucorales;f_Cunninghamellaceae;g_Absidia_;s_Absidia_sp
OTU_3869	0	0	0	45	0	0	0	0	0	40	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	k_Fungi;p_Zygomycota;c_incertae_sedis;o_Mucorales;f_Cunninghamellaceae;g_Absidia_;s_Absidia_sp
OTU_3330	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Zygomycota;c_incertae_sedis;o_Mucorales;f_Cunninghamellaceae;g_Absidia_;s_Absidia_sp
OTU_1738	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Zygomycota;c_incertae_sedis;o_Mucorales;f_Cunninghamellaceae;g_Absidia_;s_Absidia_sp
OTU_6243	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Zygomycota;c_incertae_sedis;o_Mucorales;f_Cunninghamellaceae;g_Absidia_;s_Absidia_sp
OTU_5543	0	0	0	0	0	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Zygomycota;c_incertae_sedis;o_Mucorales;f_Cunninghamellaceae;g_Absidia_;s_Absidia_sp
OTU_2974	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Agaricaceae_;g_Lepiota_;s_Lepiota_sp_EC_Vellinga_3014
OTU_2902	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Atheliales_;f_Atheliaceae_;g_Athelia_;s_Athelia_sp
OTU_5253	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Atheliales_;f_Atheliaceae_;g_Athelia_;s_Athelia_sp
OTU_2357	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Atheliales_;f_Atheliaceae_;g_Athelia_;s_Athelia_sp
OTU_4359	0	17	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_incertae_sedis;o_incertae_sedis;f_incertae_sedis;g_Chalara_;s_Chalara_sp
OTU_397	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_incertae_sedis;o_incertae_sedis;f_incertae_sedis;g_Chalara_;s_Chalara_sp
OTU_3900	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_incertae_sedis;o_incertae_sedis;f_incertae_sedis;g_Cordana_;s_Cordana_sp_HRM_2012b
OTU_5535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Cucurbitariaceae;g_Curreya_;s_Curreya_sp
OTU_6447	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	2	0	2	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Cucurbitariaceae;g_Curreya_;s_Curreya_sp
OTU_6279	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	6	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Cucurbitariaceae;g_Curreya_;s_Curreya_sp
OTU_7061	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Cucurbitariaceae;g_Curreya_;s_Curreya_sp
OTU_852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Cucurbitariaceae;g_Curreya_;s_Curreya_sp
OTU_6393	0	0	5	4	0	0	0	1	1	17	0	1	0	2	0	0	0	0	5	6	0	0	0	1	1	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Pyronemataceae;g_Geopora_;s_Geopora_sp
OTU_5729	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Pyronemataceae;g_Geopora_;s_Geopora_sp
OTU_6301	0	87	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Inocybaceae_;g_Inocybe_;s_Inocybe_sp
OTU_4978	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Inocybaceae_;g_Inocybe_;s_Inocybe_sp
OTU_6322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Inocybaceae_;g_Inocybe_;s_Inocybe_sp_AU24
OTU_96	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Lecanoromycetes;o_Lecanorales;f_Byssolomataceae;g_Micarea_;s_Micarea_sp
OTU_3714	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae_;g_Nectria_;s_Nectria_sp
OTU_2584	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae_;g_Nectria_;s_Nectria_sp_P10E3
OTU_2643	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae_;g_Nectria_;s_Nectria_sp_ZQZ_2012
OTU_4290	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales_;f_Xylariaceae_;g_Nemania_;s_Nemania_sp
OTU_3517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	1	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales_;f_Xylariaceae_;g_Nemania_;s_Nemania_sp_XF14
OTU_1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales_;f_Xylariaceae_;g_Nemania_;s_Nemania_sp_XF14
OTU_5759	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	k_Fungi;p_Ascomycota;c_Orbiliomycetes;o_Orbiliales_;f_Orbiliaceae_;g_Orbilia_;s_Orbilia_sp_MIN_921434
OTU_1962	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	6	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Phallales;f_Phallaceae_;g_Phallus_;s_Phallus_sp_1_LL_2013
OTU_3696	1	1	5	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	0	0	0	1	33	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_Meruliaceae_;g_Phlebia_;s_Phlebia_sp
OTU_6298	4	1	2	0	0	0	0	1	0	3	0	1	2	2	0	0	0	1	0	10	1	1	1	3	8	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_Meruliaceae_;g_Phlebia_;s_Phlebia_sp
OTU_5595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_Meruliaceae_;g_Phlebia_;s_Phlebia_sp
OTU_4228	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_Meruliaceae_;g_Phlebia_;s_Phlebia_sp
OTU_1595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_Meruliaceae_;g_Phlebia_;s_Phlebia_sp
OTU_2308	121	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	117	0	0	0	0	0	4	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_Meruliaceae_;g_Phlebia_;s_Phlebia_sp_olrim964
OTU_4681	4	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	12	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_Meruliaceae_;g_Phlebia_;s_Phlebia_sp_olrim964
OTU_6977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	2	0	1	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_Meruliaceae_;g_Phlebia_;s_Phlebia_sp_olrim964
OTU_4704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Polyporales;f_Meruliaceae_;g_Phlebia_;s_Phlebia_sp_olrim964
OTU_740	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales_;f_Pluteaceae_;g_Pluteus_;s_Pluteus_sp_VI_AJ_2010
OTU_1861	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales_;f_Xylariaceae_;g_Xylaria_;s_Xylaria_sp
OTU_2585	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales_;f_Xylariaceae_;g_Xylaria_;s_Xylaria_sp
OTU_1282	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales_;f_Xylariaceae_;g_Xylaria_;s_Xylaria_sp
OTU_6631	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	1	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales_;f_Xylariaceae_;g_Xylaria_;s_Xylaria_sp
OTU_4602	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales_;f_Xylariaceae_;g_Xylaria_;s_Xylaria_sp
OTU_1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales_;f_Xylariaceae_;g_Xylaria_;s_Xylaria_sp
OTU_5491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales_;f_Xylariaceae_;g_Xylaria_;s_Xylaria_sp
OTU_6694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales_;f_Xylariaceae_;g_Xylaria_;s_Xylaria_sp
